Player,Tm,Salary,Signed Using,Guaranteed,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Thanasis Antetokounmpo,MIL,1701593,Minimum Salary,$1701593,SF,28.0,34.0,1.0,9.9,1.4,2.4,0.5660000000000001,0.2,0.5,0.33299999999999996,1.2,1.9,0.631,0.602,0.3,0.7,0.45799999999999996,1.0,1.3,2.3,0.8,0.4,0.2,0.7,1.3,3.3,12.7,0.593,0.217,0.289,11.0,13.1,12.1,10.7,1.7,1.9,21.1,14.8,0.3,0.4,0.7,0.09699999999999999,-1.9,0.0,-2.0,0.0
Brandon Goodwin,ATL,1701593,,,PG,25.0,29.0,0.0,10.6,1.4,4.0,0.345,0.6,2.0,0.281,0.8,2.0,0.40700000000000003,0.414,0.6,0.8,0.708,0.1,0.8,1.0,1.5,0.4,0.0,0.6,0.8,3.9,8.5,0.447,0.483,0.203,1.8,8.1,5.0,20.2,1.7,0.0,11.1,19.7,-0.2,0.2,0.0,0.003,-3.2,-0.6,-3.8,-0.1
Wesley Iwundu,NOP,1678854,Minimum Salary,$3502857,SF,26.0,24.0,3.0,12.2,0.7,2.2,0.321,0.1,1.0,0.13,0.6,1.3,0.467,0.349,0.5,0.6,0.857,0.3,1.6,1.9,0.4,0.4,0.1,0.3,1.1,2.0,4.7,0.414,0.434,0.264,2.3,14.3,8.4,4.3,1.5,1.0,9.2,9.9,-0.2,0.2,0.0,0.006999999999999999,-5.7,0.4,-5.3,-0.2
Harry Giles,POR,1678854,Minimum Salary,$1678854,C,22.0,23.0,0.0,11.8,1.1,2.8,0.406,0.1,0.4,0.33299999999999996,1.0,2.4,0.418,0.43,0.6,0.8,0.722,1.2,3.7,4.9,0.9,0.2,0.4,0.7,2.0,3.0,10.9,0.473,0.141,0.281,10.3,34.9,22.1,10.4,0.9,3.3,19.1,14.1,0.0,0.3,0.3,0.047,-4.5,-0.7,-5.1,-0.2
Torrey Craig,PHO,1678854,Minimum Salary,$1678854,SF,30.0,23.0,0.0,12.2,1.4,3.1,0.444,0.6,1.4,0.39399999999999996,0.8,1.7,0.48700000000000004,0.535,0.1,0.3,0.5,0.9,1.7,2.7,1.0,0.5,0.4,0.3,1.5,3.5,13.3,0.537,0.42200000000000004,0.07200000000000001,8.9,15.6,12.4,10.4,1.9,2.7,8.5,13.5,0.4,0.4,0.8,0.131,-0.6,1.3,0.7,0.2
Dwayne Bacon,ORL,1678854,Minimum Salary,$1678854,SG,25.0,46.0,28.0,25.3,3.8,9.5,0.401,1.0,3.1,0.33299999999999996,2.8,6.4,0.434,0.455,1.8,2.1,0.845,0.3,2.7,3.0,1.2,0.5,0.1,0.7,1.6,10.4,9.2,0.499,0.319,0.218,1.2,11.3,6.1,7.3,1.0,0.2,6.2,19.0,-0.2,0.8,0.6,0.025,-3.6,-1.3,-5.0,-0.9
Sterling Brown,HOU,1678854,Minimum Salary,$1678854,SG,25.0,44.0,11.0,24.2,2.8,6.5,0.43200000000000005,1.7,4.2,0.40299999999999997,1.1,2.3,0.485,0.563,0.5,0.5,0.917,0.8,3.9,4.7,1.5,0.8,0.3,0.8,2.0,7.8,11.1,0.58,0.648,0.084,3.4,17.8,10.3,8.9,1.6,1.0,10.5,13.3,0.8,1.1,1.9,0.084,-2.0,0.1,-1.9,0.0
Monte Morris,DEN,1663861,Minimum Salary,$27000000,PG,25.0,36.0,10.0,27.2,4.0,8.5,0.47100000000000003,1.1,3.2,0.35100000000000003,2.9,5.3,0.542,0.536,1.3,1.8,0.762,0.2,2.0,2.2,3.4,0.7,0.3,0.7,1.0,10.4,13.5,0.563,0.373,0.20600000000000002,0.8,8.2,4.5,16.7,1.3,1.0,7.0,16.0,1.6,0.6,2.2,0.10800000000000001,0.0,-1.2,-1.2,0.2
Gary Trent Jr.,TOR,1663861,MLE,$1663861,SG,22.0,44.0,26.0,30.9,5.2,12.7,0.409,2.8,7.3,0.38799999999999996,2.4,5.4,0.43700000000000006,0.521,1.3,1.8,0.7659999999999999,0.5,1.8,2.3,1.4,0.9,0.1,0.7,1.6,14.6,12.1,0.541,0.575,0.138,1.7,6.6,4.0,6.9,1.4,0.4,5.1,19.9,1.2,0.0,1.2,0.043,-0.5,-2.2,-2.7,-0.2
Sviatoslav Mykhailiuk,OKC,1663861,Cap Space,$1663861,SF,23.0,42.0,6.0,18.0,2.5,6.5,0.387,1.6,4.8,0.335,0.9,1.8,0.527,0.509,0.6,0.7,0.8,0.3,1.8,2.1,1.6,0.8,0.1,1.1,0.8,7.2,10.5,0.528,0.73,0.109,1.9,11.2,6.4,13.9,2.1,0.7,14.1,19.3,-0.3,0.7,0.4,0.025,-1.6,-0.7,-2.3,-0.1
Mitchell Robinson,NYK,1663861,MLE,$1663861,C,22.0,31.0,29.0,27.5,3.7,5.7,0.653,0.0,0.0,,3.7,5.7,0.653,0.653,0.8,1.7,0.491,3.6,4.5,8.1,0.5,1.1,1.5,0.8,2.8,8.3,17.8,0.642,0.0,0.301,14.2,17.5,15.9,3.0,2.0,5.2,11.5,11.6,1.7,1.6,3.3,0.187,-0.3,1.1,0.9,0.6
Kendrick Nunn,MIA,1663861,Minimum Salary,$1663861,PG,25.0,38.0,26.0,28.6,5.2,11.4,0.457,2.0,5.4,0.37200000000000005,3.2,5.9,0.535,0.546,1.0,1.1,0.907,0.4,2.7,3.1,2.6,1.0,0.2,1.5,1.8,13.5,13.0,0.5660000000000001,0.478,0.099,1.7,10.2,6.1,15.0,1.8,0.9,11.4,21.0,0.3,1.2,1.5,0.067,-1.0,-0.1,-1.1,0.2
Duncan Robinson,MIA,1663861,MLE,$1663861,SF,26.0,47.0,47.0,32.7,4.2,9.9,0.425,3.3,8.5,0.39399999999999996,0.9,1.4,0.606,0.594,1.0,1.2,0.836,0.1,3.7,3.7,1.7,0.6,0.2,1.2,2.5,12.7,9.8,0.611,0.858,0.11900000000000001,0.3,12.0,6.4,7.8,0.8,0.7,10.1,15.8,0.9,1.4,2.3,0.071,-0.9,-0.9,-1.7,0.1
Hamidou Diallo,DET,1663861,MLE,$1663861,SG,22.0,34.0,5.0,23.7,4.4,9.1,0.486,0.4,1.3,0.302,4.1,7.9,0.515,0.506,2.7,4.1,0.645,1.1,4.1,5.2,2.4,0.9,0.4,1.5,2.6,11.9,15.5,0.544,0.138,0.45299999999999996,5.1,18.0,11.5,16.0,1.9,1.5,12.0,22.9,0.4,1.0,1.4,0.085,-1.9,0.5,-1.4,0.1
Jalen Brunson,DAL,1663861,Cap Space,$1663861,PG,24.0,41.0,10.0,25.0,4.7,8.8,0.529,1.2,3.0,0.392,3.5,5.8,0.602,0.597,2.0,2.5,0.794,0.3,3.2,3.5,3.3,0.5,0.0,1.4,1.6,12.5,16.8,0.631,0.34600000000000003,0.28300000000000003,1.4,13.7,7.7,20.2,1.1,0.0,12.1,20.0,2.2,0.6,2.8,0.132,1.1,-1.1,-0.1,0.5
Isaac Bonga,WAS,1663861,,,SF,21.0,29.0,7.0,11.9,0.8,2.0,0.39,0.4,1.2,0.314,0.4,0.8,0.5,0.483,0.1,0.2,0.5,0.6,1.4,2.0,0.6,0.2,0.2,0.5,1.7,2.1,4.6,0.48700000000000004,0.593,0.102,5.2,12.4,8.7,6.1,0.9,1.7,19.6,9.2,-0.1,0.2,0.1,0.01,-5.1,-1.2,-6.2,-0.4
Jarred Vanderbilt,MIN,1663861,,,PF,21.0,44.0,25.0,17.8,2.2,3.7,0.601,0.0,0.1,0.25,2.2,3.6,0.61,0.604,1.0,1.7,0.581,1.6,3.8,5.4,1.3,1.0,0.7,1.0,2.0,5.5,15.4,0.614,0.025,0.45399999999999996,9.1,24.1,16.3,10.4,2.6,3.2,18.4,12.8,0.9,1.0,1.9,0.114,-2.2,1.1,-1.1,0.2
Devonte' Graham,CHO,1663861,,,PG,25.0,35.0,29.0,30.3,4.4,11.6,0.376,3.1,8.0,0.381,1.3,3.6,0.365,0.507,2.1,2.6,0.8109999999999999,0.4,2.1,2.6,5.1,0.9,0.1,1.5,1.5,13.9,13.7,0.546,0.6920000000000001,0.22399999999999998,1.5,8.0,4.7,24.6,1.5,0.2,10.5,20.2,1.5,0.6,2.1,0.09300000000000001,0.9,-1.1,-0.2,0.5
Bruce Brown,BRK,1663861,,,PG,24.0,43.0,27.0,21.2,3.4,6.3,0.546,0.2,0.9,0.25,3.2,5.3,0.598,0.565,1.2,1.7,0.736,1.6,2.9,4.5,1.5,0.7,0.3,0.8,2.2,8.3,14.9,0.594,0.149,0.268,8.6,14.7,11.8,9.7,1.6,1.1,10.2,16.0,1.7,0.7,2.4,0.126,-0.9,-0.4,-1.4,0.1
Drew Eubanks,SAS,1620564,Minimum Salary,$2120564,C,23.0,27.0,0.0,13.0,1.8,3.5,0.505,0.0,0.0,1.0,1.7,3.5,0.5,0.511,1.0,1.5,0.7,0.7,2.7,3.4,0.9,0.2,1.0,0.8,1.3,4.6,14.0,0.555,0.011000000000000001,0.42100000000000004,5.6,22.0,13.7,9.5,0.8,6.9,16.3,16.7,0.1,0.6,0.6,0.084,-3.1,1.7,-1.4,0.1
Wenyen Gabriel,NOP,1620564,Minimum Salary,$1620564,PF,23.0,6.0,0.0,3.3,0.0,0.7,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.0,0.2,0.3,0.5,0.3,0.8,1.2,0.3,0.0,0.0,0.5,0.2,0.2,-5.4,0.102,0.25,0.5,11.3,27.6,19.5,11.3,0.0,0.0,38.1,16.8,-0.1,0.0,-0.1,-0.285,-11.0,-4.3,-15.3,-0.1
Terance Mann,LAC,1517984,Minimum Salary,$1517984,SG,24.0,45.0,4.0,17.6,2.3,4.6,0.5,0.4,1.1,0.38799999999999996,1.9,3.5,0.535,0.546,1.1,1.4,0.774,0.8,2.9,3.8,1.4,0.4,0.2,0.6,1.8,6.1,12.9,0.573,0.239,0.294,5.6,18.3,12.0,11.0,1.1,1.1,10.2,14.8,1.2,0.8,2.1,0.122,-1.4,0.3,-1.1,0.2
KZ Okpala,MIA,1517981,MLE,$3300602,PF,21.0,25.0,9.0,12.9,1.1,2.6,0.409,0.4,1.5,0.297,0.6,1.2,0.552,0.49200000000000005,0.1,0.2,0.33299999999999996,0.6,1.4,2.0,0.4,0.2,0.3,0.5,1.8,2.7,5.2,0.488,0.561,0.091,5.4,11.7,8.6,4.8,0.9,2.6,14.9,11.2,-0.2,0.3,0.2,0.025,-6.0,-0.6,-6.6,-0.4
Eric Paschall,GSW,1517981,MLE,$3300602,PF,24.0,38.0,2.0,17.2,3.7,7.5,0.496,0.4,1.3,0.32,3.3,6.2,0.534,0.525,1.6,2.3,0.713,0.7,2.4,3.1,1.3,0.3,0.2,1.0,1.7,9.5,13.5,0.5589999999999999,0.17600000000000002,0.306,4.4,14.7,9.6,11.8,0.8,0.8,10.8,23.6,0.2,0.6,0.8,0.057999999999999996,-1.6,-1.5,-3.2,-0.2
Cody Martin,CHO,1517981,MLE,$3300602,SF,25.0,33.0,2.0,13.7,1.6,3.3,0.491,0.3,1.0,0.273,1.3,2.3,0.5870000000000001,0.532,0.5,0.7,0.667,0.9,1.7,2.6,1.4,0.5,0.2,0.6,0.9,4.0,11.9,0.547,0.306,0.21600000000000003,6.8,13.6,10.2,14.0,1.9,1.3,15.3,13.0,0.4,0.4,0.8,0.086,-1.4,0.2,-1.3,0.1
Nicolas Claxton,BRK,1517981,Minimum Salary,$3300602,C,21.0,15.0,0.0,18.9,3.6,6.1,0.593,0.1,0.3,0.25,3.5,5.8,0.609,0.599,1.2,2.2,0.545,1.3,3.2,4.5,0.8,0.7,1.5,0.5,1.7,8.5,19.1,0.602,0.044000000000000004,0.363,7.9,18.0,13.2,6.0,1.7,7.0,7.0,17.4,0.5,0.4,0.9,0.154,0.2,1.1,1.3,0.2
Carsen Edwards,BOS,1517981,Cap space,$3300602,SG,22.0,18.0,1.0,10.1,2.1,4.3,0.48100000000000004,0.7,2.2,0.33299999999999996,1.3,2.1,0.632,0.565,0.4,0.5,0.778,0.1,0.9,1.1,0.5,0.3,0.1,0.2,1.1,5.2,14.2,0.581,0.506,0.11699999999999999,1.2,10.6,5.9,7.5,1.4,0.5,3.6,20.0,0.3,0.1,0.4,0.107,-1.5,-1.2,-2.7,0.0
Bruno Fernando,ATL,1517981,Cap space,$3300602,C,22.0,23.0,0.0,7.3,0.5,1.2,0.429,0.0,0.1,0.0,0.5,1.1,0.462,0.429,0.4,0.7,0.625,0.6,2.2,2.8,0.4,0.1,0.1,0.7,0.8,1.5,6.8,0.485,0.071,0.5710000000000001,8.6,32.5,20.7,7.0,0.6,1.6,30.0,12.8,-0.2,0.2,0.0,-0.002,-5.1,-0.5,-5.7,-0.2
Luguentz Dort,OKC,1517981,Minimum Salary,$2142981,SG,21.0,41.0,41.0,29.3,4.3,11.2,0.386,2.0,6.0,0.327,2.4,5.2,0.45299999999999996,0.473,2.0,2.6,0.764,0.7,2.8,3.4,1.6,0.9,0.4,1.4,2.4,12.6,9.4,0.509,0.534,0.231,2.4,9.9,6.1,8.0,1.4,1.1,10.3,20.4,-0.7,1.1,0.4,0.013999999999999999,-3.3,-1.0,-4.3,-0.7
Daniel Gafford,WAS,1517981,Minimum Salary,$1517981,PF,22.0,33.0,11.0,12.5,2.1,3.0,0.7,0.0,0.0,,2.1,3.0,0.7,0.7,0.9,1.4,0.674,1.5,2.0,3.5,0.5,0.4,1.2,0.8,1.7,5.2,20.1,0.711,0.0,0.46,13.4,17.1,15.3,5.7,1.4,8.1,17.2,15.1,0.9,0.7,1.6,0.188,-0.2,1.8,1.6,0.4
Chris Silva,SAC,1517981,MLE,$1517981,PF,24.0,12.0,0.0,7.0,0.8,1.2,0.7140000000000001,0.1,0.1,1.0,0.8,1.1,0.6920000000000001,0.75,0.9,1.3,0.733,0.6,1.5,2.1,0.5,0.1,0.4,0.8,1.7,2.7,13.5,0.777,0.071,1.071,9.6,23.1,16.6,10.4,0.6,6.2,32.7,16.3,0.1,0.1,0.2,0.13699999999999998,-5.0,1.0,-4.0,0.0
Justin James,SAC,1517981,Minimum Salary,$1517981,SF,24.0,23.0,0.0,6.3,0.7,1.7,0.425,0.2,0.7,0.313,0.5,1.0,0.5,0.488,0.2,0.5,0.41700000000000004,0.1,0.3,0.5,0.5,0.1,0.0,0.2,0.4,1.9,7.4,0.486,0.4,0.3,2.3,6.2,4.2,10.6,1.0,0.6,9.9,14.8,0.0,0.0,0.0,-0.016,-3.3,-2.6,-5.9,-0.1
Isaiah Roby,OKC,1517981,MLE,$1517981,PF,22.0,40.0,20.0,23.3,3.4,6.8,0.506,0.5,1.7,0.318,2.9,5.1,0.5660000000000001,0.544,1.6,2.2,0.7240000000000001,1.6,4.1,5.6,1.8,0.9,0.7,1.6,2.7,9.0,13.9,0.579,0.244,0.321,7.1,18.2,12.7,11.4,1.9,2.6,17.1,17.5,0.5,1.3,1.8,0.091,-2.6,0.7,-1.9,0.0
Talen Horton-Tucker,LAL,1517981,Minimum Salary,$1517981,SG,20.0,43.0,1.0,18.7,3.1,7.0,0.445,0.5,1.9,0.244,2.7,5.1,0.521,0.478,1.3,1.5,0.833,0.4,2.3,2.7,2.3,0.8,0.5,1.3,2.0,8.0,12.2,0.52,0.272,0.21899999999999997,2.4,13.1,7.9,18.1,2.1,2.2,14.9,21.0,-0.2,1.4,1.3,0.077,-3.0,1.3,-1.7,0.1
Jalen Lecque,IND,1517981,,$1517981,PG,20.0,4.0,0.0,3.0,0.3,2.3,0.111,0.0,0.3,0.0,0.3,2.0,0.125,0.111,0.8,0.8,1.0,0.5,0.8,1.3,0.5,0.0,0.0,0.0,0.0,1.3,4.8,0.242,0.111,0.33299999999999996,18.4,28.1,23.2,21.2,0.0,0.0,0.0,37.1,-0.1,0.0,-0.1,-0.233,-6.3,-6.8,-13.1,0.0
Alen Smailagić,GSW,1517981,MLE,$1517581,PF,20.0,4.0,1.0,3.8,0.5,1.8,0.28600000000000003,0.3,1.0,0.25,0.3,0.8,0.33299999999999996,0.35700000000000004,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,-7.8,0.317,0.5710000000000001,0.28600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,-0.1,0.0,-0.1,-0.218,-12.7,-5.3,-18.0,-0.1
Matt Thomas,UTA,1517981,MLE,$725000,SG,26.0,28.0,0.0,7.4,0.9,2.5,0.377,0.6,1.6,0.391,0.3,0.8,0.348,0.507,0.2,0.3,0.857,0.1,0.8,0.9,0.4,0.1,0.0,0.3,0.4,2.7,7.7,0.527,0.667,0.10099999999999999,2.1,11.9,6.8,7.5,0.7,0.0,11.1,16.8,0.0,0.1,0.0,0.009000000000000001,-2.8,-2.2,-5.0,-0.2
Miye Oni,UTA,1517981,,,SG,23.0,32.0,0.0,8.2,0.7,1.8,0.375,0.6,1.5,0.38799999999999996,0.1,0.2,0.28600000000000003,0.545,0.2,0.2,0.833,0.4,1.3,1.7,0.3,0.2,0.2,0.3,1.2,2.1,8.0,0.563,0.875,0.107,5.9,15.6,10.9,4.4,0.9,1.5,12.0,10.9,0.2,0.3,0.6,0.10099999999999999,-2.6,0.9,-1.7,0.0
Terence Davis,SAC,1517981,,,SG,23.0,36.0,4.0,14.7,2.6,6.2,0.41700000000000004,1.3,3.7,0.364,1.3,2.5,0.495,0.525,0.6,0.6,0.87,0.3,1.7,2.0,1.1,0.6,0.2,0.9,1.4,7.1,11.5,0.545,0.5920000000000001,0.10300000000000001,1.8,13.4,7.4,11.9,1.8,1.3,12.1,21.6,-0.1,0.4,0.3,0.028999999999999998,-1.6,-1.1,-2.7,-0.1
Naz Reid,MIN,1517981,,,C,21.0,45.0,13.0,19.2,4.3,8.2,0.522,0.8,2.4,0.336,3.5,5.8,0.597,0.57,1.6,2.4,0.698,1.1,3.4,4.5,1.2,0.6,1.1,1.1,2.6,11.0,18.2,0.595,0.289,0.28600000000000003,5.9,19.8,12.6,9.9,1.5,4.9,10.5,22.6,1.1,0.9,1.9,0.10800000000000001,-0.4,0.1,-0.3,0.4
Jaylen Nowell,MIN,1517981,,,SG,21.0,33.0,0.0,19.4,3.9,8.6,0.449,1.4,3.8,0.36200000000000004,2.5,4.8,0.519,0.53,1.2,1.4,0.83,0.5,1.8,2.3,1.6,0.6,0.3,0.7,2.0,10.3,14.1,0.5579999999999999,0.446,0.165,2.9,10.2,6.4,12.8,1.4,1.3,7.0,21.5,0.7,0.3,0.9,0.07,-0.5,-1.4,-1.9,0.0
Mychal Mulder,GSW,1517981,,,PG,26.0,39.0,2.0,10.1,1.3,3.0,0.419,1.0,2.6,0.396,0.2,0.4,0.563,0.59,0.3,0.4,0.588,0.0,0.8,0.8,0.4,0.2,0.2,0.2,0.7,3.8,9.6,0.594,0.863,0.145,0.3,8.6,4.4,5.6,1.0,1.8,6.0,14.4,0.2,0.3,0.5,0.065,-1.6,-0.9,-2.5,0.0
Dean Wade,CLE,1517981,,,PF,24.0,39.0,6.0,14.3,1.6,3.7,0.434,0.9,2.4,0.379,0.7,1.3,0.54,0.5589999999999999,0.4,0.5,0.75,0.5,2.1,2.6,0.9,0.3,0.3,0.4,1.0,4.5,11.8,0.575,0.655,0.138,3.9,16.5,10.0,9.7,1.1,2.1,8.3,13.0,0.6,0.4,1.1,0.092,-0.7,0.2,-0.4,0.2
Jalen McDaniels,CHO,1517981,,,SF,23.0,21.0,1.0,11.1,1.6,3.6,0.44,0.4,1.3,0.28600000000000003,1.2,2.2,0.532,0.493,0.7,1.0,0.7140000000000001,0.4,1.9,2.2,0.5,0.1,0.2,0.8,1.5,4.2,7.2,0.528,0.373,0.28,3.7,18.2,10.9,6.1,0.4,2.1,16.8,18.5,-0.2,0.2,0.0,-0.003,-4.8,-2.1,-7.0,-0.3
Caleb Martin,CHO,1517981,,,SF,25.0,31.0,1.0,13.9,1.9,4.7,0.4,0.6,2.0,0.317,1.2,2.6,0.46299999999999997,0.469,0.7,1.2,0.595,0.6,1.8,2.4,1.0,0.8,0.2,0.7,1.0,5.1,11.4,0.493,0.444,0.245,4.8,13.5,9.1,10.5,2.8,1.6,11.2,18.1,-0.1,0.5,0.4,0.047,-2.2,-0.2,-2.4,0.0
Javonte Green,CHI,1517981,,,SG,27.0,27.0,2.0,13.6,1.5,2.8,0.526,0.3,0.9,0.304,1.2,2.0,0.623,0.5720000000000001,0.7,1.1,0.667,0.8,1.3,2.1,0.4,0.7,0.1,0.6,1.3,4.0,11.4,0.6,0.303,0.395,6.6,10.9,8.8,4.3,2.7,1.0,15.2,12.3,0.3,0.4,0.7,0.087,-2.2,1.0,-1.2,0.1
Robert Woodard,SAC,1500000,MLE,$3317981,SF,21.0,9.0,0.0,2.6,0.7,1.4,0.462,0.1,0.4,0.25,0.6,1.0,0.556,0.5,0.3,0.9,0.375,0.3,0.7,1.0,0.0,0.0,0.1,0.1,0.1,1.8,18.0,0.484,0.308,0.615,14.3,29.3,21.7,0.0,0.0,3.6,5.7,32.6,0.0,0.0,0.0,-0.011000000000000001,0.2,-5.6,-5.4,0.0
Jae'Sean Tate,HOU,1445967,MLE,$50000,SF,25.0,46.0,34.0,28.6,4.2,8.2,0.52,0.8,2.5,0.319,3.5,5.7,0.607,0.568,1.4,1.9,0.716,2.0,3.5,5.5,1.8,1.1,0.6,1.1,3.1,10.6,13.9,0.591,0.301,0.235,7.0,13.5,10.1,9.8,1.9,1.8,11.2,15.1,1.7,1.4,3.1,0.11199999999999999,-1.7,0.5,-1.2,0.3
DaQuan Jeffries,SAC,1445697,Minimum Salary,$1445697,SG,23.0,17.0,2.0,13.5,1.4,3.4,0.42100000000000004,0.5,1.6,0.321,0.9,1.7,0.517,0.5,0.4,0.4,0.857,0.5,1.1,1.6,0.3,0.4,0.2,0.4,1.4,3.7,7.3,0.524,0.491,0.12300000000000001,3.8,9.3,6.5,2.8,1.5,1.4,10.4,12.5,0.0,0.0,0.0,0.006999999999999999,-3.9,-1.8,-5.7,-0.2
Isaiah Hartenstein,CLE,1445697,Minimum Salary,$1445697,C,22.0,31.0,1.0,9.6,1.4,2.8,0.489,0.0,0.1,0.33299999999999996,1.4,2.7,0.494,0.494,0.7,1.2,0.579,1.4,1.8,3.2,0.7,0.4,0.7,0.7,2.1,3.5,15.2,0.52,0.034,0.43200000000000005,16.1,21.6,18.8,10.0,1.8,6.9,17.4,18.6,0.2,0.5,0.7,0.107,-4.3,0.1,-4.1,-0.2
Kelan Martin,IND,1445697,Minimum Salary,$722848,SF,25.0,14.0,0.0,3.9,0.5,1.5,0.33299999999999996,0.1,0.6,0.222,0.4,0.9,0.41700000000000004,0.381,0.1,0.1,1.0,0.1,0.8,0.9,0.1,0.2,0.1,0.3,0.4,1.3,4.7,0.41100000000000003,0.429,0.095,2.0,22.9,12.4,2.5,2.7,1.6,15.5,20.7,-0.2,0.1,-0.1,-0.08900000000000001,-7.2,-0.7,-7.9,-0.1
Paul Watson,TOR,1445697,Minimum Salary,$350000,SF,26.0,24.0,0.0,9.8,1.0,2.3,0.455,0.8,1.8,0.455,0.2,0.5,0.455,0.636,0.1,0.2,0.5,0.1,1.3,1.5,0.5,0.2,0.1,0.3,1.3,3.0,8.7,0.634,0.8,0.073,1.4,15.7,8.2,6.6,1.0,0.9,9.6,11.6,0.2,0.2,0.4,0.076,-2.3,-0.8,-3.0,-0.1
Vernon Carey Jr.,CHO,1350000,Cap Space,$4650602,C,19.0,7.0,0.0,3.6,0.3,0.6,0.5,0.0,0.1,0.0,0.3,0.4,0.667,0.5,0.1,0.3,0.5,0.3,1.0,1.3,0.1,0.0,0.1,0.1,0.0,0.7,10.8,0.512,0.25,0.5,8.6,30.6,19.6,5.3,0.0,4.0,17.0,10.1,0.0,0.0,0.0,0.065,-0.8,-1.2,-2.0,0.0
Xavier Tillman Sr.,MEM,1300000,MLE,$4600602,PF,22.0,34.0,7.0,18.6,2.7,5.1,0.52,0.3,1.1,0.27,2.4,4.1,0.5870000000000001,0.5489999999999999,0.6,0.9,0.733,1.3,2.8,4.1,1.4,0.8,0.5,0.8,2.1,6.3,13.7,0.569,0.21100000000000002,0.171,7.1,16.8,11.8,10.5,2.1,2.7,12.5,14.3,0.6,0.9,1.5,0.115,-1.9,0.9,-1.0,0.2
Tyrell Terry,DAL,1289846,MLE,$4590448,PG,20.0,11.0,0.0,5.1,0.5,1.5,0.313,0.0,0.6,0.0,0.5,0.8,0.556,0.313,0.1,0.3,0.33299999999999996,0.0,0.5,0.5,0.5,0.5,0.0,0.2,0.2,1.0,6.0,0.318,0.43799999999999994,0.188,0.0,11.5,5.9,14.1,4.4,0.0,10.4,15.3,-0.1,0.1,-0.1,-0.055,-7.7,2.2,-5.5,-0.1
Blake Griffin,BRK,33685241,Minimum Salary,$1229676,PF,31.0,24.0,20.0,29.1,3.8,10.0,0.38299999999999995,1.8,5.4,0.32299999999999995,2.1,4.6,0.455,0.47100000000000003,2.1,3.0,0.6990000000000001,0.4,4.6,5.0,3.5,0.7,0.1,1.5,2.3,11.5,10.7,0.509,0.542,0.304,1.6,17.8,9.6,18.2,1.2,0.4,11.4,19.2,0.1,0.6,0.7,0.045,-1.4,-0.6,-2.1,0.0
Ersan İlyasova,UTA,1194542,Minimum Salary,$1194542,F,33.0,4.0,0.0,4.3,0.3,1.3,0.2,0.0,1.0,0.0,0.3,0.3,1.0,0.2,0.0,0.0,,0.3,0.3,0.5,0.3,0.0,0.0,0.3,0.8,0.5,-5.8,0.2,0.8,0.0,6.5,6.0,6.2,7.4,0.0,0.0,16.7,15.1,-0.1,0.0,-0.1,-0.16,-13.9,-2.6,-16.5,-0.1
Elfrid Payton,NYK,5760000,,$5760000,PG,26.0,38.0,38.0,27.2,5.0,11.4,0.43799999999999994,0.4,1.8,0.243,4.6,9.6,0.475,0.457,1.6,2.2,0.7140000000000001,1.3,2.4,3.7,3.5,0.7,0.2,1.8,1.9,12.0,12.4,0.485,0.161,0.19399999999999998,5.2,9.6,7.4,20.8,1.4,0.8,12.8,23.0,-0.3,1.1,0.8,0.038,-1.9,-0.9,-2.8,-0.2
Jahmi'us Ramsey,SAC,1000000,MLE,$2517981,SG,19.0,5.0,0.0,3.4,0.6,1.0,0.6,0.2,0.6,0.33299999999999996,0.4,0.4,1.0,0.7,0.0,0.0,,0.0,0.8,0.8,0.2,0.0,0.2,0.2,0.0,1.4,15.3,0.7,0.6,0.0,0.0,26.4,13.0,8.2,0.0,4.9,16.7,15.1,0.0,0.0,0.0,0.065,0.2,-1.4,-1.2,0.0
Taj Gibson,NYK,3283684,,$1000000,PF,35.0,20.0,1.0,19.2,1.8,3.3,0.5539999999999999,0.2,0.7,0.231,1.7,2.6,0.635,0.5770000000000001,0.9,1.4,0.607,1.9,3.0,4.9,0.7,0.5,0.7,0.6,2.1,4.6,12.6,0.595,0.2,0.431,10.3,16.8,13.6,4.7,1.3,3.6,13.4,10.2,0.5,0.6,1.1,0.136,-2.3,1.0,-1.3,0.1
Nick Richards,CHO,1000000,Cap Space,$1000000,PF,23.0,11.0,0.0,3.5,0.3,0.5,0.5,0.0,0.0,,0.3,0.5,0.5,0.5,0.6,1.0,0.636,0.2,0.5,0.7,0.0,0.0,0.0,0.1,0.5,1.2,8.8,0.6,0.0,1.8330000000000002,5.7,17.3,11.4,0.0,0.0,0.0,8.4,13.3,0.1,0.0,0.1,0.091,-4.2,-2.5,-6.6,0.0
